StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,MTurkCode
2018-11-01 16:40:42,2018-11-01 16:42:14,0,162.248.134.224,100,91,1,2018-11-01 16:42:14,R_2rvXDsVXNHRhwCc,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,6,5,3,2,4,3,6,5,6,5,3,5,3,5,3,5,4,6,4,5,4,6,4,6,4,90018041
2018-11-01 16:40:10,2018-11-01 16:43:26,0,199.193.237.16,100,196,1,2018-11-01 16:43:27,R_1dtYEhgysFeNVhG,,,,,43.98809814453125,-124.09930419921875,anonymous,EN,1,1,7,6,1,6,7,7,4,4,7,7,7,7,7,7,7,6,4,4,4,5,7,7,7,82899155
2018-11-01 16:42:00,2018-11-01 16:43:49,0,96.19.230.179,100,109,1,2018-11-01 16:43:50,R_tKCGIWVQi7ZYbzH,,,,,36.7299041748046875,-97.04540252685546875,anonymous,EN,1,6,7,7,2,3,1,5,6,5,3,7,2,6,7,1,2,2,1,6,3,7,2,7,3,8300273
2018-11-01 16:48:17,2018-11-01 16:49:22,0,50.106.216.89,100,64,1,2018-11-01 16:49:22,R_1cZBtbqinzqKL0g,,,,,40.478302001953125,-88.9893035888671875,anonymous,EN,1,1,7,6,2,2,4,7,5,6,6,6,4,7,6,7,5,5,6,3,2,5,7,7,5,69853933
2018-11-01 16:48:11,2018-11-01 16:50:34,0,74.240.16.129,100,143,1,2018-11-01 16:50:35,R_3I5ETaoRWVbQZDe,,,,,31.1768951416015625,-90.40160369873046875,anonymous,EN,1,1,6,5,1,1,1,6,5,5,6,5,5,6,6,2,6,5,2,5,2,2,2,2,2,12443116
2018-11-01 16:49:17,2018-11-01 16:51:12,0,104.128.136.43,100,115,1,2018-11-01 16:51:12,R_1N8QJfWgzuWahC8,,,,,47.4889068603515625,-122.30120086669921875,anonymous,EN,5,5,4,4,5,4,5,4,6,5,6,5,5,4,6,5,5,4,6,5,4,6,6,6,4,72575914
2018-11-01 16:53:27,2018-11-01 16:54:36,0,68.204.211.148,100,68,1,2018-11-01 16:54:37,R_2VryViD8EhLrafT,,,,,28.5977935791015625,-81.35340118408203125,anonymous,EN,2,2,4,5,1,2,7,7,4,1,5,6,6,6,6,2,2,6,3,6,6,3,6,6,6,56991022
2018-11-01 16:44:53,2018-11-01 16:54:43,0,98.159.19.92,100,590,1,2018-11-01 16:54:43,R_1NsrHGZrh77X0EQ,,,,,35.3184967041015625,-89.90540313720703125,anonymous,EN,5,3,5,4,6,5,4,5,4,3,6,4,5,3,4,2,4,3,5,3,4,2,4,3,5,50389114
2018-11-01 16:54:23,2018-11-01 16:55:31,0,73.152.56.226,100,68,1,2018-11-01 16:55:32,R_1KdortQIeapvqUF,,,,,37.5160064697265625,-77.5005035400390625,anonymous,EN,6,4,5,6,3,3,4,5,4,5,4,6,4,4,5,4,5,4,5,4,5,5,4,5,4,75669065
2018-11-01 16:54:30,2018-11-01 16:56:12,0,73.54.175.209,100,102,1,2018-11-01 16:56:13,R_etwKyqEIyJS1Arf,,,,,33.8972015380859375,-84.59200286865234375,anonymous,EN,3,1,6,4,6,7,7,7,2,7,5,7,1,7,7,7,6,2,1,6,1,5,7,7,5,8234209
2018-11-01 17:04:52,2018-11-01 17:05:46,0,104.200.35.115,100,54,1,2018-11-01 17:05:46,R_3L0AplAFHiBQHwv,,,,,35.66650390625,-97.46540069580078125,anonymous,EN,5,6,5,6,5,6,7,5,6,7,5,6,7,6,5,6,5,5,6,5,6,7,6,5,6,17422979
2018-11-01 17:05:05,2018-11-01 17:05:50,0,192.80.139.37,100,45,1,2018-11-01 17:05:51,R_bQmCLcPWBz2SjUR,,,,,34.000701904296875,-81.03479766845703125,anonymous,EN,5,6,7,5,6,7,5,6,7,5,6,7,5,6,7,5,7,6,5,7,5,6,7,5,6,57797004
2018-11-01 17:05:09,2018-11-01 17:06:02,0,23.254.203.122,100,52,1,2018-11-01 17:06:02,R_337FbCtRz59QP9s,,,,,47.4889068603515625,-122.30120086669921875,anonymous,EN,3,6,4,2,3,5,6,4,2,3,6,2,4,6,5,2,4,7,6,2,4,6,3,5,2,86988963
2018-11-01 17:15:25,2018-11-01 17:17:35,0,107.155.94.59,100,129,1,2018-11-01 17:17:35,R_245GeE3BDF1QnDL,,,,,30.309295654296875,-97.7241973876953125,anonymous,EN,1,1,5,6,1,2,6,7,4,4,6,6,6,5,7,6,2,6,7,6,6,5,7,6,6,18384789
2018-11-01 17:26:55,2018-11-01 17:28:01,0,68.100.174.128,100,65,1,2018-11-01 17:28:02,R_3JKtpkUjAY5mxJg,,,,,38.760894775390625,-77.18520355224609375,anonymous,EN,1,6,7,7,1,1,7,7,5,4,5,2,1,7,2,7,1,5,6,4,2,6,7,7,7,13892648
2018-11-01 17:27:20,2018-11-01 17:28:56,0,71.206.8.9,100,95,1,2018-11-01 17:28:57,R_TorJSHsTneovJYt,,,,,39.0496063232421875,-77.12039947509765625,anonymous,EN,1,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5158081
2018-11-01 17:20:32,2018-11-01 17:32:05,0,23.94.45.162,100,693,1,2018-11-01 17:32:05,R_2xJKrQXotPwX8ZI,,,,,39.2904052734375,-76.6121978759765625,anonymous,EN,4,4,5,4,4,5,4,5,4,3,3,4,5,5,4,5,3,2,6,4,4,4,5,3,3,1800872
2018-11-01 17:35:22,2018-11-01 17:36:36,0,71.174.224.7,100,73,1,2018-11-01 17:36:36,R_1rqOnZmpaL26SR9,,,,,42.7115020751953125,-71.16699981689453125,anonymous,EN,3,1,7,6,1,5,7,7,2,6,7,6,5,7,6,5,3,3,6,5,3,3,7,6,3,79713188
2018-11-01 17:37:43,2018-11-01 17:38:21,0,76.245.15.246,100,38,1,2018-11-01 17:38:22,R_UKJvyx9Z1hguN7X,,,,,42.0525054931640625,-87.89060211181640625,anonymous,EN,1,1,1,1,1,1,7,7,1,1,6,6,1,6,6,6,1,1,1,1,6,5,1,7,7,86141741
2018-11-01 17:41:33,2018-11-01 17:43:10,0,68.104.50.191,100,96,1,2018-11-01 17:43:10,R_2SrGJfY91WgUw3o,,,,,35.9958953857421875,-115.15760040283203125,anonymous,EN,7,6,5,7,7,7,7,6,2,7,7,2,2,7,7,1,2,7,6,2,2,6,1,7,6,12284707
2018-11-01 17:40:22,2018-11-01 17:43:19,0,173.218.111.235,100,176,1,2018-11-01 17:43:19,R_3saGjFAHDo0Gyk4,,,,,35.779205322265625,-90.76599884033203125,anonymous,EN,2,3,7,7,6,7,7,7,7,7,7,6,5,7,7,1,1,2,7,6,6,6,7,6,7,99316674
2018-11-01 17:45:37,2018-11-01 17:47:17,0,99.61.181.109,100,100,1,2018-11-01 17:47:17,R_cRYAi1tIulaXtSN,,,,,30.019805908203125,-95.40869903564453125,anonymous,EN,1,6,5,1,1,2,7,7,2,7,5,6,4,7,5,1,3,6,1,6,1,5,7,7,2,19196341
2018-11-01 17:47:46,2018-11-01 17:49:23,0,73.192.133.172,100,97,1,2018-11-01 17:49:24,R_3fIVwlMGQV7DMh3,,,,,37.9752960205078125,-121.32440185546875,anonymous,EN,1,3,7,2,3,5,7,7,4,7,7,7,5,7,7,7,3,7,5,6,7,7,7,7,7,75602358
2018-11-01 17:50:51,2018-11-01 17:52:02,0,50.240.73.89,100,71,1,2018-11-01 17:52:02,R_sTiLnTcHvRJaLHr,,,,,32.8473052978515625,-79.8206024169921875,anonymous,EN,1,5,6,6,1,3,7,7,6,6,6,6,6,7,5,5,6,2,6,2,2,4,5,5,5,3157107
2018-11-01 17:51:45,2018-11-01 17:53:20,0,23.117.240.246,100,94,1,2018-11-01 17:53:20,R_10GdMXldksBcDVY,,,,,29.6436004638671875,-95.79799652099609375,anonymous,EN,2,2,6,6,2,6,7,7,4,4,6,6,5,6,6,6,3,2,5,2,2,5,6,6,6,62606543
2018-11-01 17:55:14,2018-11-01 17:56:57,0,35.138.228.240,100,102,1,2018-11-01 17:56:57,R_qJvKltacT3YFrO1,,,,,28.2129058837890625,-82.68070220947265625,anonymous,EN,3,1,7,7,1,1,7,7,7,7,7,6,1,7,7,1,7,4,1,7,1,7,7,7,7,52016273
2018-11-01 17:59:42,2018-11-01 18:00:29,0,108.187.189.70,100,46,1,2018-11-01 18:00:29,R_3s4WrgS0wNVcCbH,,,,,34.196502685546875,-118.8188018798828125,anonymous,EN,5,6,4,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,56388333
2018-11-01 18:08:51,2018-11-01 18:09:39,0,23.245.44.93,100,47,1,2018-11-01 18:09:39,R_2VEADhTVexD9ywB,,,,,42.23260498046875,-91.1988983154296875,anonymous,EN,6,5,5,6,4,6,6,5,6,4,5,6,6,5,5,6,4,6,5,5,6,5,4,5,6,67050855
2018-11-01 18:10:38,2018-11-01 18:12:14,0,172.76.65.146,100,95,1,2018-11-01 18:12:14,R_2c6PNRQ3qRyCReC,,,,,40.95269775390625,-115.7906036376953125,anonymous,EN,5,2,4,7,3,6,3,6,2,6,5,6,5,7,6,1,5,3,2,5,6,5,7,6,5,87322145
2018-11-01 18:11:24,2018-11-01 18:12:54,0,76.174.192.221,100,90,1,2018-11-01 18:12:55,R_OQoq6xoTRPxQVjj,,,,,34.014404296875,-117.27719879150390625,anonymous,EN,3,1,6,5,1,6,7,6,5,1,3,5,7,7,7,3,2,5,1,6,2,3,7,7,5,54255004
2018-11-01 18:17:11,2018-11-01 18:18:22,0,107.178.131.110,100,71,1,2018-11-01 18:18:23,R_5cYiZ9xVEV08tUZ,,,,,38.33990478515625,-105.07920074462890625,anonymous,EN,6,5,6,7,6,5,6,7,6,5,6,7,6,5,6,7,6,5,5,7,6,5,6,5,7,29553104
2018-11-01 18:48:56,2018-11-01 18:51:04,0,99.127.226.27,100,127,1,2018-11-01 18:51:04,R_3DnMMz5YljcC0at,,,,,37.3697052001953125,-122.02140045166015625,anonymous,EN,2,6,5,5,2,5,6,6,2,3,5,4,5,5,6,4,6,5,6,5,5,4,6,6,6,28127882
