StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,MTurkCode
2018-11-02 19:03:07,2018-11-02 19:04:54,0,68.207.132.94,100,106,1,2018-11-02 19:04:54,R_3G6PdLc0UUpGng1,,,,,32.4994964599609375,-86.36409759521484375,anonymous,EN,3,1,7,5,7,5,2,4,7,7,3,5,7,7,7,7,6,2,1,5,7,7,1,7,7,63916974
2018-11-02 19:04:39,2018-11-02 19:06:33,0,68.203.9.3,100,113,1,2018-11-02 19:06:33,R_2tagWR2dShVwhJJ,,,,,30.4521026611328125,-97.768798828125,anonymous,EN,6,6,7,6,7,2,3,5,7,7,3,7,6,7,7,7,7,5,6,3,5,7,2,7,6,4176150
2018-11-02 19:04:27,2018-11-02 19:06:33,0,216.9.29.131,100,126,1,2018-11-02 19:06:33,R_6fAkYspSV4IUU37,,,,,47.558502197265625,-122.00550079345703125,anonymous,EN,6,5,7,7,7,5,5,5,7,7,5,5,5,6,7,5,6,3,3,3,5,6,3,7,3,89928989
2018-11-02 19:03:13,2018-11-02 19:06:36,0,99.173.169.25,100,203,1,2018-11-02 19:06:36,R_1dsKOFRJoSH8ZUA,,,,,35.68719482421875,-80.56690216064453125,anonymous,EN,6,5,7,7,7,2,1,1,7,7,3,6,7,7,7,3,6,6,5,7,7,2,7,7,3,18643854
2018-11-02 19:05:35,2018-11-02 19:09:04,0,172.83.40.26,100,208,1,2018-11-02 19:09:04,R_ekyIsiGTH781TzP,,,,,49.2559051513671875,-123.1322021484375,anonymous,EN,1,7,1,4,7,3,2,3,6,7,7,2,1,7,5,5,6,5,5,3,2,2,4,7,3,28212805
2018-11-02 19:03:34,2018-11-02 19:09:17,0,45.72.61.93,100,343,1,2018-11-02 19:09:17,R_3nkpn9wC1xfLZNb,,,,,32.8152008056640625,-96.87030029296875,anonymous,EN,1,4,5,6,5,6,7,7,7,5,4,4,7,6,3,5,7,6,5,4,6,7,5,4,7,30200477
2018-11-02 19:10:58,2018-11-02 19:12:20,0,70.162.116.161,100,82,1,2018-11-02 19:12:21,R_2zjXfuD9j21CIGk,,,,,33.561004638671875,-111.90889739990234375,anonymous,EN,2,2,6,6,6,6,2,6,6,6,2,3,6,6,6,6,6,5,2,2,2,6,2,6,6,2970193
2018-11-02 19:04:50,2018-11-02 19:23:27,0,97.73.96.22,100,1116,1,2018-11-02 19:23:27,R_3nSkyvuDKh1Vfhs,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5,2,6,3,6,1,6,5,6,6,2,6,5,5,7,5,6,6,5,3,5,7,1,7,5,91654655
2018-11-02 20:14:50,2018-11-02 20:18:13,0,162.207.225.80,100,202,1,2018-11-02 20:18:13,R_vkpGSN69OTaEr1T,,,,,33.7698974609375,-84.2949981689453125,anonymous,EN,6,5,7,6,7,1,2,4,5,7,3,5,4,5,6,6,3,3,5,5,5,6,1,7,5,76733089
2018-11-02 20:41:31,2018-11-02 20:43:52,0,50.35.78.21,100,140,1,2018-11-02 20:43:52,R_33g06zuprVYS2Xk,,,,,47.6800994873046875,-122.12060546875,anonymous,EN,6,6,7,6,7,5,5,3,6,7,5,7,6,7,7,6,5,3,3,6,5,5,2,6,6,85977088
