StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,MTurkCode
2018-11-03 11:49:31,2018-11-03 11:51:22,0,67.158.19.22,100,111,1,2018-11-03 11:51:23,R_3MPQBPhen9MLJwi,,,,,44.1414947509765625,-103.2052001953125,anonymous,EN,7,6,7,2,3,7,1,2,6,3,3,7,7,6,6,7,5,2,1,5,1,3,3,1,2,13591353
2018-11-03 11:51:14,2018-11-03 11:52:16,0,50.88.120.94,100,62,1,2018-11-03 11:52:16,R_2OUREW9m7Zuzvxj,,,,,28.26800537109375,-81.467498779296875,anonymous,EN,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,5,4,5,3,5,4,5,3878758
2018-11-03 11:50:49,2018-11-03 11:52:33,0,74.89.195.240,100,103,1,2018-11-03 11:52:33,R_3kBYPOUbkqtXzE9,,,,,41.1038970947265625,-72.367401123046875,anonymous,EN,7,6,5,4,2,7,3,2,2,4,3,2,6,6,3,7,5,3,2,5,3,4,5,3,2,65901447
2018-11-03 11:51:23,2018-11-03 11:53:44,0,72.198.28.117,100,141,1,2018-11-03 11:53:44,R_2zokVUheqE08uvG,,,,,35.199005126953125,-97.484100341796875,anonymous,EN,7,6,7,5,5,7,2,4,6,6,2,6,7,7,6,7,5,2,2,5,2,4,6,2,2,23602881
2018-11-03 11:53:14,2018-11-03 11:54:45,0,80.103.136.244,100,91,1,2018-11-03 11:54:45,R_RKYjbHh5W6TzaHT,,,,,40.122100830078125,-3.8470001220703125,anonymous,EN,7,7,7,7,2,7,1,1,6,6,1,7,7,7,5,6,3,1,1,6,1,5,5,3,1,14793615
2018-11-03 11:55:12,2018-11-03 11:56:14,0,73.234.169.59,100,61,1,2018-11-03 11:56:14,R_3EMSQ7oZiIbre6e,,,,,41.3744964599609375,-72.93959808349609375,anonymous,EN,7,3,6,7,2,7,3,1,7,7,2,7,7,7,5,7,6,2,1,6,5,1,2,1,2,40219424
2018-11-03 11:56:02,2018-11-03 11:57:25,0,78.70.208.177,100,83,1,2018-11-03 11:57:26,R_1jiyisK9w1niMAf,,,,,58.7530059814453125,17.007904052734375,anonymous,EN,3,3,3,2,4,5,4,2,2,2,5,1,1,1,2,2,5,2,2,2,2,2,2,2,2,38471719
2018-11-03 11:47:11,2018-11-03 12:06:08,0,174.235.27.255,100,1136,1,2018-11-03 12:06:08,R_O3ywTMTeoDaRuQV,,,,,29.8533935546875,-95.4434967041015625,anonymous,EN,6,6,6,4,6,6,2,2,6,4,3,6,6,6,5,2,6,2,2,6,3,2,2,2,2,84240405
2018-11-03 12:11:00,2018-11-03 12:11:59,0,76.180.67.64,100,59,1,2018-11-03 12:11:59,R_wObKESpc4lDUgNP,,,,,42.925506591796875,-78.74810028076171875,anonymous,EN,7,6,7,7,2,7,3,1,7,7,4,7,7,7,6,7,7,2,3,1,2,7,7,1,3,3102367
2018-11-03 12:08:09,2018-11-03 12:12:45,0,24.55.121.187,100,275,1,2018-11-03 12:12:45,R_eM5iHYaQEzB01uF,,,,,18.4662933349609375,-66.1056976318359375,anonymous,EN,7,7,6,4,3,7,2,2,7,5,2,6,6,7,3,3,2,1,5,1,1,2,1,1,1,11908145
2018-11-03 12:13:55,2018-11-03 12:14:47,0,104.168.165.18,100,51,1,2018-11-03 12:14:47,R_6onY2G9IlRoNKtb,,,,,47.489105224609375,-122.290802001953125,anonymous,EN,5,4,6,4,4,5,4,6,4,6,4,5,4,5,6,4,5,4,6,5,3,5,4,6,5,58009174
2018-11-03 12:16:57,2018-11-03 12:17:46,0,23.254.144.154,100,49,1,2018-11-03 12:17:46,R_1myg6vLaxYttImA,,,,,47.4889068603515625,-122.30120086669921875,anonymous,EN,3,6,6,4,6,4,6,5,7,4,2,5,6,7,5,4,6,7,5,6,7,5,6,7,5,43862089
2018-11-03 12:18:52,2018-11-03 12:20:45,0,47.40.98.212,100,112,1,2018-11-03 12:20:45,R_3jexF1DC1Y52Dqp,,,,,42.19189453125,-121.72409820556640625,anonymous,EN,6,6,5,6,1,7,2,3,6,6,1,6,6,6,5,6,2,2,2,5,2,2,5,1,2,80517422
2018-11-03 12:20:15,2018-11-03 12:21:32,0,198.182.157.253,100,77,1,2018-11-03 12:21:33,R_2XiD5H4JVjzSnlH,,,,,34.417999267578125,-118.56620025634765625,anonymous,EN,7,6,7,5,3,7,1,1,1,2,2,2,6,6,5,6,7,2,1,7,2,2,2,2,2,99948612
2018-11-03 12:23:36,2018-11-03 12:25:59,0,199.188.103.185,100,143,1,2018-11-03 12:26:00,R_pi4GRRDVueknKN3,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,6,5,6,7,6,5,5,6,7,5,6,7,6,5,7,6,7,6,5,6,6,5,7,6,7,28065408
2018-11-03 12:30:19,2018-11-03 12:32:35,0,174.87.230.10,100,135,1,2018-11-03 12:32:36,R_31MC7YmsSFt0Udl,,,,,39.4971923828125,-119.776397705078125,anonymous,EN,5,3,5,6,2,5,1,2,2,5,2,5,6,4,2,3,5,3,2,5,3,6,3,2,1,45455266
2018-11-03 12:32:41,2018-11-03 12:35:58,0,69.63.18.57,100,197,1,2018-11-03 12:35:59,R_3p0g2Xu2UOWCCEu,,,,,42.733001708984375,-93.21710205078125,anonymous,EN,5,6,6,2,1,7,1,1,5,1,4,2,6,5,1,6,7,1,3,5,1,4,5,1,1,9072547
2018-11-03 12:36:44,2018-11-03 12:37:39,0,216.107.34.183,100,55,1,2018-11-03 12:37:39,R_26byhGYz5mveZfB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2,6,4,2,3,5,4,6,2,3,6,7,5,4,2,4,6,7,4,2,4,6,5,7,4,75118521
2018-11-03 12:40:00,2018-11-03 12:41:21,0,24.151.192.196,100,81,1,2018-11-03 12:41:21,R_ujC2XieCUxdC1R7,,,,,34.779205322265625,-84.93389892578125,anonymous,EN,5,6,7,5,2,5,2,1,3,3,2,3,5,6,3,5,3,2,1,2,2,3,3,3,2,91682766
2018-11-03 13:14:32,2018-11-03 13:15:56,0,198.12.82.237,100,83,1,2018-11-03 13:15:56,R_2Bx4OHXqaoEyG52,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,6,6,5,4,6,7,6,5,6,5,3,5,6,5,6,5,4,6,5,6,4,5,6,5,5,48785279
2018-11-03 13:15:55,2018-11-03 13:16:50,0,69.12.94.118,100,54,1,2018-11-03 13:16:50,R_10JL9TLKQ3LuaKd,,,,,32.8148040771484375,-96.8704986572265625,anonymous,EN,4,3,5,4,4,5,3,5,4,4,5,4,5,4,3,4,4,5,3,5,4,3,5,4,4,97744444
2018-11-03 13:35:41,2018-11-03 13:37:40,0,66.66.3.100,100,118,1,2018-11-03 13:37:40,R_2VIb2w64nkDdgwk,,,,,43.1858062744140625,-77.6024017333984375,anonymous,EN,6,6,6,4,2,6,2,2,6,4,2,6,6,6,2,4,3,3,2,6,2,4,2,2,2,62461588
