StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,MTurkCode
2018-11-01 19:36:08,2018-11-01 19:38:07,0,173.215.15.248,100,119,1,2018-11-01 19:38:07,R_eh8aMXDluq5wuEF,,,,,42.007293701171875,-92.0767974853515625,anonymous,EN,4,6,6,3,6,6,6,3,2,3,5,6,2,3,6,6,3,6,6,7,5,6,3,2,3,71636056
2018-11-01 19:37:13,2018-11-01 19:38:24,0,98.109.157.8,100,70,1,2018-11-01 19:38:24,R_12El8qW5F9sQ7zT,,,,,40.820098876953125,-74.364898681640625,anonymous,EN,2,5,6,3,5,4,5,5,2,2,5,5,2,2,3,6,2,6,6,5,6,5,5,5,5,35164973
2018-11-01 19:36:05,2018-11-01 19:38:30,0,75.111.239.251,100,145,1,2018-11-01 19:38:30,R_3gSLyKbDvlUee4x,,,,,33.546600341796875,-101.8871002197265625,anonymous,EN,3,5,3,3,6,7,6,5,3,1,4,5,3,5,3,5,3,5,6,5,5,5,7,3,5,32827891
2018-11-01 19:35:47,2018-11-01 19:38:33,0,96.19.230.179,100,165,1,2018-11-01 19:38:33,R_4UExNJdJm2AO4Vj,,,,,36.7299041748046875,-97.04540252685546875,anonymous,EN,2,5,2,6,7,1,1,3,6,7,1,3,2,6,7,6,2,7,6,6,1,3,1,2,3,56976177
2018-11-01 19:37:14,2018-11-01 19:38:35,0,70.119.164.58,100,80,1,2018-11-01 19:38:36,R_zeEP9N7wgSKiti1,,,,,33.0032958984375,-96.8820037841796875,anonymous,EN,7,6,5,3,5,5,4,3,3,2,5,6,4,2,2,7,2,5,7,7,6,6,6,5,5,89119829
2018-11-01 19:36:30,2018-11-01 19:38:40,0,173.26.102.132,100,130,1,2018-11-01 19:38:40,R_2uCgEHED33wrtp3,,,,,37.1654052734375,-93.252197265625,anonymous,EN,3,6,4,2,5,5,6,4,3,3,5,5,4,3,4,6,4,3,6,5,5,4,5,4,5,70583313
2018-11-01 19:36:03,2018-11-01 19:38:52,0,108.223.156.239,100,168,1,2018-11-01 19:38:52,R_Xnvla3xGuGJKmyJ,,,,,35.24310302734375,-88.9954986572265625,anonymous,EN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,4,7,2904758
2018-11-01 19:36:21,2018-11-01 19:39:25,0,173.91.85.74,100,183,1,2018-11-01 19:39:25,R_Z7XYejkTzsRcsdr,,,,,42.0204010009765625,-80.33879852294921875,anonymous,EN,7,7,7,3,7,7,5,3,3,2,5,6,1,1,5,7,3,6,2,7,6,5,5,7,7,8260271
2018-11-01 19:37:12,2018-11-01 19:39:35,0,104.10.29.29,100,142,1,2018-11-01 19:39:35,R_2aaWwoSCcTD3phM,,,,,33.89990234375,-117.44049835205078125,anonymous,EN,6,6,6,2,6,7,5,5,5,3,5,5,2,4,5,6,4,6,6,6,5,5,6,2,5,41988301
2018-11-01 19:36:28,2018-11-01 19:39:40,0,24.254.223.211,100,191,1,2018-11-01 19:39:40,R_3iOqqMpOoOdtUNf,,,,,36.735198974609375,-76.2384033203125,anonymous,EN,3,6,5,3,5,5,6,1,1,1,5,6,1,3,5,6,3,5,6,5,6,5,6,5,6,47351688
2018-11-01 19:37:58,2018-11-01 19:39:41,0,173.80.93.63,100,103,1,2018-11-01 19:39:42,R_3GdOjTrzpPN6Mvs,,,,,37.7931976318359375,-81.2061004638671875,anonymous,EN,2,6,7,6,7,7,5,2,6,3,5,5,2,3,3,7,2,5,6,6,5,3,7,5,6,37777196
2018-11-01 19:38:10,2018-11-01 19:40:43,0,98.162.176.228,100,152,1,2018-11-01 19:40:43,R_3fHpGh1ZRsqAY07,,,,,30.46209716796875,-87.21739959716796875,anonymous,EN,1,7,6,1,6,7,6,6,1,1,7,7,1,7,7,7,6,7,7,7,7,7,1,5,6,57815552
2018-11-01 19:39:16,2018-11-01 19:41:26,0,69.23.33.254,100,129,1,2018-11-01 19:41:26,R_264Kh030rVa3vci,,,,,38.0052032470703125,-84.983001708984375,anonymous,EN,7,7,6,7,7,7,5,5,2,5,5,5,2,5,2,7,2,5,5,6,6,6,7,6,6,49846930
2018-11-01 19:39:22,2018-11-01 19:43:02,0,73.203.183.240,100,219,1,2018-11-01 19:43:02,R_1mlWB56uVbNalc4,,,,,32.303802490234375,-89.96399688720703125,anonymous,EN,6,7,6,3,7,6,7,5,5,5,6,6,2,3,5,7,5,3,7,7,6,7,7,5,6,99168774
2018-11-01 19:36:25,2018-11-01 19:43:14,0,107.135.78.66,100,409,1,2018-11-01 19:43:14,R_1DTPi5QKcGsJmDn,,,,,30.2285003662109375,-93.1880035400390625,anonymous,EN,2,3,6,6,6,2,6,2,2,2,2,2,4,6,2,6,6,6,6,6,2,6,6,6,6,75986729
2018-11-01 19:36:11,2018-11-01 19:44:01,0,32.212.206.34,100,469,1,2018-11-01 19:44:02,R_u55XbXJ4kBEMJhL,,,,,41.85009765625,-72.46489715576171875,anonymous,EN,6,6,6,3,7,7,7,2,1,2,3,2,1,1,3,7,1,7,6,6,3,5,7,6,5,39615325
2018-11-01 19:58:00,2018-11-01 19:59:55,0,174.97.202.28,100,114,1,2018-11-01 19:59:55,R_2BexN72p39Jlh5u,,,,,37.6464996337890625,-84.77469635009765625,anonymous,EN,1,7,5,2,6,7,6,5,1,5,6,5,4,5,6,7,6,1,6,7,6,6,6,4,6,87106015
2018-11-01 20:00:00,2018-11-01 20:01:56,0,134.215.177.241,100,115,1,2018-11-01 20:01:56,R_3RsWkCZKho1eCTT,,,,,44.6067047119140625,-121.055999755859375,anonymous,EN,1,7,7,1,7,7,7,1,1,1,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,26099128
2018-11-01 19:47:21,2018-11-01 20:03:04,0,76.219.73.98,100,943,1,2018-11-01 20:03:04,R_3qURJ7EUnVXQ9ve,,,,,34.1132049560546875,-117.377105712890625,anonymous,EN,7,4,7,5,5,3,3,2,1,1,6,7,1,1,6,7,2,6,6,6,5,6,7,5,3,72425509
2018-11-01 20:07:38,2018-11-01 20:10:16,0,75.74.158.47,100,158,1,2018-11-01 20:10:16,R_30w1NN4ECS99JeQ,,,,,25.7888031005859375,-80.36080169677734375,anonymous,EN,6,7,7,6,3,7,1,1,2,2,5,2,1,1,1,7,1,1,7,6,5,3,6,3,3,94164744
2018-11-01 20:10:19,2018-11-01 20:12:29,0,104.151.174.16,100,130,1,2018-11-01 20:12:29,R_1pRtCeyK99UQ5D7,,,,,43.658905029296875,-70.26149749755859375,anonymous,EN,7,6,7,6,7,6,5,6,7,6,7,6,7,6,7,5,6,7,6,7,7,6,5,6,7,44996111
2018-11-01 20:07:31,2018-11-01 20:12:40,0,71.91.133.66,100,309,1,2018-11-01 20:12:41,R_2ylLF88b98wEm8V,,,,,33.6493072509765625,-86.7057037353515625,anonymous,EN,4,2,3,3,5,4,2,3,4,5,2,5,4,2,4,5,6,4,2,3,3,4,6,2,3,30926768
2018-11-01 20:15:02,2018-11-01 20:16:56,0,173.211.29.41,100,114,1,2018-11-01 20:16:57,R_Xp7khtAmgJkgDrr,,,,,46.8542938232421875,-96.828399658203125,anonymous,EN,6,7,6,6,7,5,6,7,5,6,7,6,7,5,6,7,6,7,6,5,7,6,6,7,5,83738293
2018-11-01 20:25:37,2018-11-01 20:27:30,0,108.30.21.41,100,112,1,2018-11-01 20:27:30,R_1OqNVdzXMXJmR7y,,,,,40.868499755859375,-73.8394012451171875,anonymous,EN,3,6,6,1,6,7,3,2,2,1,5,5,2,1,3,7,2,1,7,5,6,5,7,7,6,38656291
2018-11-01 20:42:04,2018-11-01 20:43:19,0,67.227.104.34,100,74,1,2018-11-01 20:43:19,R_1mqIkLLD4Spstpn,,,,,40.7548065185546875,-111.8809967041015625,anonymous,EN,6,5,6,5,6,5,6,5,6,5,6,6,5,6,5,6,4,5,5,5,5,6,5,6,5,28066327
2018-11-01 21:13:17,2018-11-01 21:16:36,0,47.223.80.66,100,198,1,2018-11-01 21:16:36,R_3NUJZYm0UTw5MnP,,,,,33.64739990234375,-95.465301513671875,anonymous,EN,6,6,6,5,6,6,6,2,3,5,5,5,3,3,3,6,2,7,5,7,6,6,7,6,5,71285740
2018-11-01 21:27:25,2018-11-01 21:30:23,0,66.85.17.230,100,178,1,2018-11-01 21:30:23,R_XCmHGrAuDeXPFQd,,,,,40.7548065185546875,-111.8809967041015625,anonymous,EN,6,5,7,2,6,7,5,1,1,5,1,5,1,1,2,7,1,1,6,6,6,5,6,3,5,35389091
2018-11-01 21:29:30,2018-11-01 21:33:32,0,192.69.253.120,100,241,1,2018-11-01 21:33:32,R_1ihCuTwzMKiqNbo,,,,,32.8148040771484375,-96.8704986572265625,anonymous,EN,2,5,4,6,5,2,4,2,6,7,3,6,4,1,7,6,4,5,6,7,3,5,5,4,3,1666801
2018-11-01 21:40:33,2018-11-01 21:42:17,0,107.178.128.182,100,104,1,2018-11-01 21:42:18,R_23eN7br1opUX4wN,,,,,38.33990478515625,-105.07920074462890625,anonymous,EN,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,5,6,6,6,5,6,6,93941059
2018-11-01 21:47:34,2018-11-01 21:48:39,0,66.78.41.242,100,65,1,2018-11-01 21:48:40,R_3kEUtUsIR2TZbmy,,,,,43.6322021484375,-116.2052001953125,anonymous,EN,7,7,7,7,7,7,7,7,7,7,5,6,7,6,7,6,7,6,7,6,7,6,7,6,7,79691277
2018-11-01 22:04:29,2018-11-01 22:05:48,0,192.80.139.37,100,78,1,2018-11-01 22:05:48,R_3JkFnrLkbKg67Ar,,,,,34.000701904296875,-81.03479766845703125,anonymous,EN,6,5,6,5,6,5,6,5,5,6,5,6,5,5,6,5,5,6,5,5,6,5,5,5,6,47806464
2018-11-02 08:27:20,2018-11-02 08:27:40,0,98.159.196.54,100,20,1,2018-11-02 08:27:41,R_8BrrSfM0RCRbhzH,,,,,34.80230712890625,-86.1027984619140625,anonymous,EN,1,3,6,1,6,4,6,1,1,5,7,1,5,7,1,5,7,4,4,2,3,3,1,6,5,91048794
